id,timestamp,age,gender,direction,shop_id
5a5f4121-935e-47a0-85db-85e65a262942,2025-01-01T10:01:00+0900,17,female,-1,0123456
3fdd6fc9-901c-438c-bb81-8a467e098cb6,2025-01-01T10:01:00+0900,26,female,-1,0123456
11f67a46-71e0-4595-8bd2-10dd73a857bf,2025-01-01T10:01:00+0900,25,female,-1,0123456
08668b49-45c4-4e3d-bf8e-a7e37afd8eb5,2025-01-01T10:01:00+0900,27,male,1,0123456
6b613284-b982-405c-9e21-dfa07cd31ae2,2025-01-01T10:01:00+0900,14,female,1,0123456
1523c33c-a304-4ab9-af7c-f236ba2fdcac,2025-01-01T10:01:01+0900,23,male,1,0123456
6d6edb83-057c-451f-ac67-4ff2ceb745a6,2025-01-01T10:01:01+0900,19,female,-1,0123456
3bd63c55-bde5-416f-a8b2-48de4dcfcb0a,2025-01-01T10:01:01+0900,20,female,-1,0123456
1ad2af59-c6cd-49ae-9983-caca96012234,2025-01-01T10:01:01+0900,9,female,-1,0123456
09f43867-1bdd-4fe8-855e-538924fffecc,2025-01-01T10:01:01+0900,21,female,1,0123456
618c596b-f7c7-43fe-9b19-be4aef877033,2025-01-01T10:01:02+0900,26,male,1,0123456
25fdd139-f105-4bb9-8335-6cd1a4a4b3e6,2025-01-01T10:01:02+0900,10,male,-1,0123456
06e852fc-dced-4c3f-bdec-144f9d94e379,2025-01-01T10:01:03+0900,16,male,-1,0123456
64650d45-5000-4ee6-8e77-c40ac5904308,2025-01-01T10:01:03+0900,22,male,1,0123456
d5c6c7fa-20e9-4df0-abb0-2c6cecb26ce0,2025-01-01T10:01:03+0900,20,male,-1,0123456
e18b22af-04e1-417c-9ebf-51680c8f19e8,2025-01-01T10:01:04+0900,18,male,-1,0123456
b37ffd79-d255-45b3-afac-fd6c27fe975c,2025-01-01T10:01:04+0900,28,female,-1,0123456
b67ed56f-84df-495e-877c-75f77fe42764,2025-01-01T10:01:04+0900,19,male,-1,0123456
b4d1bf6b-304b-4a56-94b4-72a1aafe5429,2025-01-01T10:01:05+0900,36,male,-1,0123456
6dc6beeb-bd17-4b98-bb63-554d5beb4151,2025-01-01T10:01:06+0900,30,male,1,0123456
d77bebac-17d1-44b9-9eb8-7ae1073a8ede,2025-01-01T10:01:06+0900,25,male,1,0123456
40be7837-e990-4cdd-834c-f058edeaef13,2025-01-01T10:01:06+0900,18,female,1,0123456
d051a20e-3d43-4c73-ab18-131d9c339225,2025-01-01T10:01:07+0900,15,male,-1,0123456
d23a80cb-c676-4b6f-a4bb-7b8db0348fe8,2025-01-01T10:01:08+0900,21,female,-1,0123456
6ccdbd2c-371e-425b-9fb1-03735cfeb1ad,2025-01-01T10:01:08+0900,16,male,-1,0123456
06813d79-a033-450a-8b60-002cceebc164,2025-01-01T10:01:09+0900,19,female,-1,0123456
df0f527c-3a0e-43e6-b58c-d0e7d1cd0be9,2025-01-01T10:01:09+0900,24,male,-1,0123456
7fe69761-684a-4173-882c-3a3774d481e9,2025-01-01T10:01:09+0900,35,male,-1,0123456
46537dfb-daf4-43ad-8f2d-9a431c4fa777,2025-01-01T10:01:10+0900,25,male,1,0123456
e6a55ddb-20b3-4c19-9727-52cdcec53393,2025-01-01T10:01:10+0900,10,female,1,0123456
0f610477-e368-44e7-8221-00eda9f0cdc1,2025-01-01T10:01:10+0900,17,female,1,0123456
c486acb7-299d-489a-9186-89600dee7098,2025-01-01T10:01:10+0900,23,male,-1,0123456
eef27880-7218-41dc-be11-11de66781c15,2025-01-01T10:01:10+0900,19,male,1,0123456
acfa5b71-b28b-4403-b0ce-6787ca28c545,2025-01-01T10:01:10+0900,16,female,-1,0123456
c2e10096-b536-4aad-9405-c032a51cb28e,2025-01-01T10:01:11+0900,10,female,-1,0123456
26e84465-1043-4ba4-8338-9bba085cf1ba,2025-01-01T10:01:11+0900,30,female,-1,0123456
46f6acd9-5595-4fe1-afb3-b7a1995c8efa,2025-01-01T10:01:11+0900,25,female,-1,0123456
b959aa5a-751a-4de5-a873-eb1c02aa5cc0,2025-01-01T10:01:12+0900,20,male,1,0123456
e854e4f1-6b43-40d3-8bb4-00994216808e,2025-01-01T10:01:13+0900,28,female,-1,0123456
