id,timestamp,age,gender,direction
5269f68e-949f-42e3-b99a-39bf68642cd0,2025-01-01T20:00:00+0900,24,male,1
c0e3cd48-b36b-49e3-b1b3-373b117aee02,2025-01-01T20:00:00+0900,14,female,1
6b950a62-a9ed-4a32-8a93-28aea42999d9,2025-01-01T20:00:00+0900,26,female,-1
603b5329-7dcf-47e8-8126-4ff6aa42317d,2025-01-01T20:00:00+0900,15,male,1
cc041d10-7a15-4c31-93bd-adbc0c31af14,2025-01-01T20:00:00+0900,19,female,-1
7dc46f09-6eb1-4b80-ac2f-93073886eeb8,2025-01-01T20:00:00+0900,20,female,-1
d538a825-982a-449b-b833-b6e3842d62d9,2025-01-01T20:00:00+0900,14,male,-1
9287a7cb-e0f6-438c-908d-b0dbfa2423e3,2025-01-01T20:00:00+0900,24,female,-1
56a59900-570d-4039-a008-1317b3ff8cc3,2025-01-01T20:00:01+0900,22,female,1
1aabf589-438b-4800-abd1-2102fe9a6152,2025-01-01T20:00:01+0900,29,female,-1
e2f9bb2f-a3d9-4cd6-843b-039a3cefd987,2025-01-01T20:00:01+0900,11,female,1
5ec60809-62bb-4c34-bd81-7374c8f4be0f,2025-01-01T20:00:01+0900,18,female,-1
7ad50745-69e0-44c1-b9f1-38c54126016e,2025-01-01T20:00:01+0900,19,male,1
f833699f-1c33-4343-b018-fc5209b3fb5b,2025-01-01T20:00:01+0900,29,female,1
7c3bfc8b-9a66-4848-a1ab-781811d0995f,2025-01-01T20:00:01+0900,25,female,1
04df1738-6868-40c6-8286-f30ec8e2e581,2025-01-01T20:00:01+0900,17,female,1
87cf4f47-5d31-49ef-9962-93919fa71b76,2025-01-01T20:00:01+0900,17,female,1
37dec965-a005-471e-bd81-82586f521922,2025-01-01T20:00:01+0900,18,female,1
137b62af-f490-4d57-b0c8-2331b0154660,2025-01-01T20:00:01+0900,16,female,1
ba170d75-28a5-46b8-adfe-1f618763fa82,2025-01-01T20:00:01+0900,22,female,-1
34d191dc-1251-461b-82f9-8148dcfe8051,2025-01-01T20:00:01+0900,17,female,-1
f7754894-52d3-419e-b0ce-cf22dab46be3,2025-01-01T20:00:01+0900,16,male,-1
61fc9db0-a973-4690-b061-a7153be7fd95,2025-01-01T20:00:01+0900,26,male,1
08b920cf-736a-4222-93ba-314ad2a75733,2025-01-01T20:00:02+0900,24,male,1
abbc6a53-43bd-464b-95c4-5fbc650f584e,2025-01-01T20:00:02+0900,29,female,-1
2920cd61-7803-4eaa-9a07-eb0580c2d355,2025-01-01T20:00:02+0900,27,female,1
a3bccd2d-eb44-4436-95ac-0890bf8c58de,2025-01-01T20:00:02+0900,18,female,1
e149719e-2730-4128-b434-6e5d46547945,2025-01-01T20:00:02+0900,14,female,-1
5a79a8fa-41c9-43be-8a7e-da71a4e2e564,2025-01-01T20:00:02+0900,13,female,-1
049f5d30-9800-4d98-903f-50d6189a360d,2025-01-01T20:00:03+0900,23,male,1
c1ec4bbb-cfdb-458a-89bf-3b870f130280,2025-01-01T20:00:03+0900,27,female,-1
55213bc1-29ff-4b3b-a144-e54adadddfad,2025-01-01T20:00:03+0900,14,female,-1
1856e3e9-20ac-4175-a146-2e8384b513ae,2025-01-01T20:00:03+0900,20,male,1
fad4d6f4-56bd-456b-8455-29dc6f4fef1b,2025-01-01T20:00:03+0900,25,male,1
c02127b4-c9a2-44f4-9e13-8673b4660398,2025-01-01T20:00:03+0900,14,male,-1
da3e7de3-9355-4f67-99e6-2718422ca3b0,2025-01-01T20:00:03+0900,26,female,1
9943a174-5ea6-4600-a31f-2e9f7dad42f6,2025-01-01T20:00:04+0900,14,female,1
4c0bc036-f4d4-4a40-9e84-9ff29197c8ea,2025-01-01T20:00:04+0900,27,male,-1
8b9c576a-6dfb-40c4-a1e1-d8dec712a400,2025-01-01T20:00:04+0900,23,female,1
7eeb87cd-7151-4e2b-bb5f-fa07561351f0,2025-01-01T20:00:04+0900,26,female,1
d91f15fb-91af-4770-aee6-6f19306127f8,2025-01-01T20:00:04+0900,10,female,1
c582d6be-dac6-4eaa-a310-9f291f5f9d31,2025-01-01T20:00:04+0900,20,female,-1
8675bc9d-6822-4849-9ce4-09ac32052f9d,2025-01-01T20:00:04+0900,15,male,-1
85244e37-2f92-4d1b-8ee3-53b0ac24cca0,2025-01-01T20:00:04+0900,17,female,1
fee5fdd2-ea7a-446f-afcc-db3481bd1d1f,2025-01-01T20:00:04+0900,25,male,-1
cd9c5828-123a-4cc6-8060-fa5fea3929fe,2025-01-01T20:00:04+0900,22,male,1
c4b6c52b-7635-43a4-863e-8f2a1030d225,2025-01-01T20:00:04+0900,15,female,-1
21f6a2f3-eb93-4b4c-bbf5-7751c1ee0312,2025-01-01T20:00:04+0900,23,female,-1
96acea65-0f0a-4375-b562-f7ecc6dd5f4e,2025-01-01T20:00:04+0900,16,female,1
75e0dbc0-117b-4cb4-9f98-ac4cf7d69140,2025-01-01T20:00:04+0900,15,female,-1
9d0daf28-69d2-4f25-b036-95aa5afa4c11,2025-01-01T20:00:05+0900,20,male,1
b3be334f-5007-423b-a29b-c3b0eafae6f4,2025-01-01T20:00:05+0900,25,male,1
bdfecede-9e94-4a86-8661-c5e508e93048,2025-01-01T20:00:05+0900,15,female,-1
9e5947e0-e0b8-4a3d-a7a6-968f822353f2,2025-01-01T20:00:05+0900,10,female,-1
30bb50b0-2223-4cec-9efb-3fbfd5dd55c9,2025-01-01T20:00:05+0900,22,male,-1
09e35acf-a62f-47a9-8fc0-c84a902d6f16,2025-01-01T20:00:05+0900,15,female,-1
a957f03f-5c88-42a6-9996-7af0bb3e9dbb,2025-01-01T20:00:05+0900,12,female,1
a09b662a-fee6-4fe3-9012-e7cc0b4fc256,2025-01-01T20:00:05+0900,21,female,-1
db1c6d10-6993-4c57-917e-8e9c143e80f2,2025-01-01T20:00:05+0900,29,male,1
