id,timestamp,age,gender,direction
ced50632-026e-4cac-988e-7d1a47f0737e,2025-01-01T14:28:00+0900,34,male,-1
90670b05-89b3-4af8-bcee-7f3c80085980,2025-01-01T14:28:00+0900,19,male,-1
c811a526-3f10-46fc-b827-003d89e8ebb9,2025-01-01T14:28:00+0900,38,female,1
8eb23b1b-0a78-40f2-9d25-6393ef537eb6,2025-01-01T14:28:01+0900,19,female,1
62ef1aa3-aae9-41b7-b52d-3e51fc9e77f7,2025-01-01T14:28:01+0900,23,male,1
293aad8b-ed42-410a-b3e7-2dfaca87f0dd,2025-01-01T14:28:01+0900,17,male,-1
4995c570-f9a1-458e-a360-2719ad87b352,2025-01-01T14:28:02+0900,14,female,-1
bc6cad18-a13d-4518-964d-599ab1125595,2025-01-01T14:28:02+0900,29,male,1
f47ec654-c479-48fa-923b-67196f092531,2025-01-01T14:28:02+0900,12,male,-1
018c2a02-5825-4489-a034-afa799bb84ae,2025-01-01T14:28:03+0900,21,male,1
e9ccafc0-3cd1-48f5-930b-eeed2348ae49,2025-01-01T14:28:04+0900,30,female,-1
e5f4c543-661f-44f4-a221-8cdb62d56d81,2025-01-01T14:28:04+0900,12,female,1
0892e03c-e0e1-4433-b7a5-77dd159244b3,2025-01-01T14:28:04+0900,14,male,-1
84c9d495-cbc6-432d-94cf-268ee94adc5d,2025-01-01T14:28:04+0900,14,male,1
e7490777-1c36-4f37-b9c2-9937045be18c,2025-01-01T14:28:04+0900,11,male,1
b983283c-ea4b-40f8-b35a-4d20cf0559af,2025-01-01T14:28:05+0900,26,female,1
9f38dd7a-7310-456a-89e1-9081bae25676,2025-01-01T14:28:05+0900,11,male,1
95bf236a-ee42-4737-b35a-7abee2240775,2025-01-01T14:28:05+0900,13,male,-1
950266ee-dfcd-4643-bb9d-f1542b556c66,2025-01-01T14:28:06+0900,14,male,-1
deb7c9f1-3212-4fa4-a589-465724e15434,2025-01-01T14:28:06+0900,16,female,-1
50f2b915-ec4f-410e-9727-e17852c4123f,2025-01-01T14:28:06+0900,13,female,-1
f99820cd-6055-4c84-b429-2caee9264317,2025-01-01T14:28:06+0900,20,male,-1
c9944968-ac0e-4576-a864-32c9d66afabe,2025-01-01T14:28:07+0900,20,male,-1
fa47a062-be7e-4330-aede-744a493d67ac,2025-01-01T14:28:07+0900,13,female,1
3380edd9-3d89-4576-bedb-12cfd524c20a,2025-01-01T14:28:07+0900,20,female,-1
e45c9bd8-0e1a-4919-9ebc-d092fa8bbe20,2025-01-01T14:28:08+0900,25,female,-1
cc2daa7c-18ac-460a-b36d-a8bf449bf230,2025-01-01T14:28:08+0900,12,male,1
9b65265a-c5c3-44eb-934b-31dc5bac4675,2025-01-01T14:28:08+0900,23,female,-1
68e1ff32-8519-46d5-b225-b00cf202ac91,2025-01-01T14:28:08+0900,23,male,1
a6c726e0-3c65-4f73-a22b-f4bdc7055d65,2025-01-01T14:28:08+0900,19,male,-1
f3667f2e-2dce-47e6-a6f9-fa786db5e945,2025-01-01T14:28:09+0900,17,female,-1
42dd5f30-efd5-4f3f-8184-4ba8eb72b216,2025-01-01T14:28:10+0900,16,female,-1
79abebe7-dbec-419e-b12c-5baa9126d8dd,2025-01-01T14:28:10+0900,12,female,1
0d260886-934e-44d8-9966-75da61df0855,2025-01-01T14:28:12+0900,22,female,1
80a57ff0-def5-425f-aaf1-e143052d97cf,2025-01-01T14:28:12+0900,14,female,1
26032c11-ddf5-4bb6-9f07-8d795f38c868,2025-01-01T14:28:12+0900,16,male,-1
bc61a997-e087-4805-9551-d7d73722c127,2025-01-01T14:28:12+0900,10,male,1
cf82fc6e-5ff7-411a-9571-a1fc598610df,2025-01-01T14:28:12+0900,24,male,1
6d22a9c0-651b-41ad-870d-0eca46230944,2025-01-01T14:28:13+0900,23,female,-1
c41367e5-ab5b-4695-bff0-b6f0781d992c,2025-01-01T14:28:13+0900,22,female,-1
9efdec17-6461-4f9f-8609-bb2b712d291f,2025-01-01T14:28:14+0900,16,male,1
c29c4268-f526-43a1-a2aa-64d66bde0da2,2025-01-01T14:28:14+0900,22,female,-1
9cbd23bb-b716-4e48-aa40-aafa66f72f85,2025-01-01T14:28:14+0900,10,female,-1
027bb9cf-f506-4a1a-b72f-02065cc21a40,2025-01-01T14:28:14+0900,14,male,-1
03bc9995-442d-41f6-8fb6-a1815e57ca04,2025-01-01T14:28:15+0900,24,female,-1
d2a48417-73d8-4909-a488-4c095afa1b07,2025-01-01T14:28:15+0900,22,female,-1
aecc9152-82cd-4544-a868-f1a15398ba37,2025-01-01T14:28:16+0900,24,male,-1
f2c460bf-0455-4b16-955a-2e35d837d4c1,2025-01-01T14:28:16+0900,27,female,1
3001eccf-cdcd-4087-b696-369c51df48df,2025-01-01T14:28:17+0900,20,female,1
1795799f-e857-43c3-b65e-1ba095d94155,2025-01-01T14:28:17+0900,17,male,1
bc9af938-a3fe-4b24-86b7-481c09f54a75,2025-01-01T14:28:17+0900,14,male,1
fb75847f-5883-4f2f-8b2e-dc391fd8c1f5,2025-01-01T14:28:17+0900,20,female,1
ba88b2fb-6c34-481d-93a6-783f4e8ba017,2025-01-01T14:28:18+0900,13,female,1
7e65121b-d096-40ce-81cc-451e3f7ffaf5,2025-01-01T14:28:18+0900,20,female,-1
a7997dea-2f08-4cb4-9fdb-5115b8bdcfa4,2025-01-01T14:28:18+0900,26,male,1
8ee793ed-c573-43d9-8ad6-4ac9cee17632,2025-01-01T14:28:18+0900,24,male,1
e77d280f-6ad4-4975-aafa-b05ad35602e7,2025-01-01T14:28:18+0900,22,male,-1
e3cd38df-a952-4b4b-a336-6490045319bb,2025-01-01T14:28:19+0900,16,male,1
3eb0f058-6cb1-480e-97d8-6f360de5c30c,2025-01-01T14:28:19+0900,13,female,-1
fddd74bb-bda9-4464-b393-b413c33d9b9c,2025-01-01T14:28:19+0900,10,female,-1
bf8fe7ff-b651-4139-b527-16041b353579,2025-01-01T14:28:20+0900,22,female,1
e21ce55c-72ef-48e8-9731-2c9de937d174,2025-01-01T14:28:20+0900,19,female,1
9f0ab400-7df2-471e-a27b-0591dbf1e714,2025-01-01T14:28:20+0900,22,female,-1
a5d26d3a-fd96-4fdf-bacf-0da46560f2db,2025-01-01T14:28:20+0900,13,male,-1
18ce5da0-9382-471e-9921-6eada98cbcfe,2025-01-01T14:28:20+0900,16,female,-1
2b095283-c2e4-42ae-a7ab-a5caad8d270f,2025-01-01T14:28:21+0900,8,male,1
bdbd56e4-2394-4cbc-bcea-0eee83b948d9,2025-01-01T14:28:21+0900,17,female,1
e83d274f-fb46-4c4c-9ab6-4af7f5340d4b,2025-01-01T14:28:21+0900,26,male,-1
4d2468b0-88bf-4b10-a2a5-62d5af1f15c0,2025-01-01T14:28:21+0900,22,female,1
27edbe13-1fe1-4805-bbda-386d46fe19ec,2025-01-01T14:28:21+0900,23,male,1
eed4c59e-61d5-4c7e-9f81-1374ccdd49b1,2025-01-01T14:28:21+0900,14,female,1
516ff6fa-5d9f-4226-935a-7f9dea3731bd,2025-01-01T14:28:21+0900,26,female,-1
5e3ea38c-0ec8-4b27-83b6-1c2c4e8d2ce2,2025-01-01T14:28:21+0900,30,female,1
d6d8c953-5499-43d7-ad63-536fa4a22dcc,2025-01-01T14:28:22+0900,17,male,-1
21f71ffb-d0ee-458a-91f1-f6534cf68231,2025-01-01T14:28:22+0900,29,female,1
350aeec2-a206-4dff-8218-e97a4271bb34,2025-01-01T14:28:23+0900,19,female,1
44654626-a6ba-4efb-ac6c-23c0ac5e79c3,2025-01-01T14:28:24+0900,17,female,1
4cba05b3-19ea-4d0f-9eff-088f321852cf,2025-01-01T14:28:24+0900,23,male,1
8edeeb91-d61b-4626-bf9d-0e78e96fdc32,2025-01-01T14:28:25+0900,14,male,1
